Wavelength,Intensity,,,,,,,,,,,,,,,,,,,,,,,,
  991.8,2.50E+04,,,,,,,,,,,,,,,,,,,,,,,,
  992.9,2.69E+04,,,,,,,,,,,,,,,,,,,,,,,,
  993.9,2.88E+04,,,,,,,,,,,,,,,,,,,,,,,,
  994.9,3.06E+04,,,,,,,,,,,,,,,,,,,,,,,,
  995.9,3.24E+04,,,,,,,,,,,,,,,,,,,,,,,,
  996.9,3.42E+04,,,,,,,,,,,,,,,,,,,,,,,,
  998,3.62E+04,,,,,,,,,,,,,,,,,,,,,,,,
  999,3.79E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1000,3.94E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1001,4.09E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1002,4.23E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1003.1,4.36E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1004.1,4.46E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1005.1,4.54E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1006.1,4.60E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1007.1,4.65E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1008.2,4.67E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1009.2,4.67E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1010.2,4.64E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1011.2,4.60E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1012.2,4.53E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1013.3,4.44E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1014.3,4.33E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1015.3,4.21E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1016.3,4.07E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1017.3,3.92E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1018.4,3.74E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1019.4,3.57E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1020.4,3.39E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1021.4,3.20E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1022.4,3.01E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1023.5,2.80E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1024.5,2.61E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1025.5,2.43E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1026.5,2.24E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1027.6,2.05E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1028.6,1.88E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1029.6,1.71E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1030.6,1.56E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1031.6,1.42E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1032.7,1.27E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1033.7,1.15E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1034.7,1.04E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1035.7,9.38E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1036.7,8.49E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1037.8,7.63E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1038.8,6.97E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1039.8,6.40E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1040.8,5.94E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1041.8,5.57E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1042.9,5.28E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1043.9,5.10E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1044.9,5.01E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1045.9,5.00E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1046.9,5.07E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1048,5.23E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1049,5.46E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1050,5.75E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1051,6.12E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1052,6.55E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1053.1,7.10E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1054.1,7.67E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1055.1,8.31E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1056.1,9.01E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1057.1,9.78E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1058.2,1.07E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1059.2,1.16E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1060.2,1.26E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1061.2,1.37E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1062.2,1.48E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1063.3,1.62E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1064.3,1.75E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1065.3,1.90E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1066.3,2.05E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1067.3,2.22E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1068.4,2.42E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1069.4,2.62E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1070.4,2.83E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1071.4,3.06E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1072.4,3.31E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1073.5,3.62E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1074.5,3.93E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1075.5,4.27E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1076.5,4.65E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1077.6,5.11E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1078.6,5.58E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1079.6,6.11E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1080.6,6.69E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1081.6,7.35E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1082.7,8.16E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1083.7,8.98E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1084.7,9.91E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1085.7,1.09E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1086.7,1.21E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1087.8,1.35E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1088.8,1.49E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1089.8,1.65E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1090.8,1.82E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1091.8,2.01E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1092.9,2.25E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1093.9,2.48E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1094.9,2.73E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1095.9,3.00E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1096.9,3.29E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1098,3.63E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1099,3.97E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1100,4.32E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1101,4.70E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1102,5.10E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1103.1,5.55E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1104.1,5.98E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1105.1,6.43E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1106.1,6.89E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1107.1,7.36E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1108.2,7.88E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1109.2,8.35E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1110.2,8.83E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1111.2,9.30E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1112.2,9.77E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1113.3,1.03E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1114.3,1.07E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1115.3,1.11E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1116.3,1.15E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1117.3,1.19E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1118.4,1.22E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1119.4,1.25E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1120.4,1.27E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1121.4,1.29E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1122.4,1.31E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1123.5,1.32E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1124.5,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1125.5,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1126.5,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1127.6,1.32E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1128.6,1.30E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1129.6,1.28E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1130.6,1.26E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1131.6,1.23E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1132.7,1.20E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1133.7,1.16E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1134.7,1.12E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1135.7,1.08E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1136.7,1.04E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1137.8,9.88E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1138.8,9.41E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1139.8,8.92E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1140.8,8.43E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1141.8,7.94E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1142.9,7.40E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1143.9,6.91E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1144.9,6.43E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1145.9,5.97E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1146.9,5.51E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1148,5.03E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1149,4.61E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1150,4.21E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1151,3.83E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1152,3.48E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1153.1,3.11E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1154.1,2.80E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1155.1,2.51E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1156.1,2.25E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1157.1,2.00E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1158.2,1.76E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1159.2,1.56E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1160.2,1.38E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1161.2,1.22E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1162.2,1.07E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1163.3,9.28E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1164.3,8.15E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1165.3,7.16E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1166.3,6.29E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1167.3,5.53E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1168.4,4.82E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1169.4,4.27E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1170.4,3.80E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1171.4,3.40E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1172.4,3.06E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1173.5,2.76E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1174.5,2.54E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1175.5,2.36E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1176.5,2.21E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1177.6,2.08E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1178.6,2.00E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1179.6,1.93E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1180.6,1.89E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1181.6,1.86E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1182.7,1.84E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1183.7,1.83E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1184.7,1.83E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1185.7,1.84E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1186.7,1.85E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1187.8,1.86E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1188.8,1.88E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1189.8,1.90E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1190.8,1.91E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1191.8,1.93E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1192.9,1.95E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1193.9,1.96E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1194.9,1.98E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1195.9,1.99E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1196.9,1.99E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1198,2.00E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1199,2.00E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1200,2.00E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1201,2.00E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1202,1.99E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1203.1,1.98E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1204.1,1.96E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1205.1,1.94E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1206.1,1.92E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1207.1,1.90E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1208.2,1.86E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1209.2,1.83E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1210.2,1.80E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1211.2,1.76E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1212.2,1.72E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1213.3,1.67E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1214.3,1.62E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1215.3,1.58E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1216.3,1.53E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1217.3,1.47E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1218.4,1.41E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1219.4,1.36E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1220.4,1.31E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1221.4,1.25E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1222.4,1.19E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1223.5,1.13E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1224.5,1.08E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1225.5,1.02E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1226.5,9.71E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1227.6,9.14E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1228.6,8.64E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1229.6,8.16E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1230.6,7.70E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1231.6,7.26E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1232.7,6.81E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1233.7,6.43E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1234.7,6.07E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1235.7,5.75E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1236.7,5.46E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1237.8,5.19E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1238.8,4.98E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1239.8,4.82E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1240.8,4.71E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1241.8,4.65E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1242.9,4.65E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1243.9,4.72E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1244.9,4.86E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1245.9,5.09E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1246.9,5.42E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1248,5.89E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1249,6.46E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1250,7.16E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1251,8.01E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1252,9.05E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1253.1,1.04E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1254.1,1.19E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1255.1,1.37E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1256.1,1.57E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1257.1,1.81E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1258.2,2.11E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1259.2,2.43E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1260.2,2.80E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1261.2,3.22E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1262.2,3.69E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1263.3,4.29E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1264.3,4.90E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1265.3,5.59E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1266.3,6.36E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1267.3,7.22E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1268.4,8.28E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1269.4,9.36E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1270.4,1.05E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1271.4,1.19E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1272.4,1.33E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1273.5,1.50E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1274.5,1.67E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1275.5,1.86E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1276.5,2.06E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1277.6,2.30E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1278.6,2.54E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1279.6,2.79E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1280.6,3.05E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1281.6,3.34E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1282.7,3.67E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1283.7,3.99E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1284.7,4.32E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1285.7,4.67E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1286.7,5.03E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1287.8,5.45E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1288.8,5.84E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1289.8,6.24E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1290.8,6.65E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1291.8,7.06E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1292.9,7.53E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1293.9,7.95E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1294.9,8.38E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1295.9,8.80E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1296.9,9.22E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1298,9.68E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1299,1.01E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1300,1.05E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1301,1.09E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1302,1.12E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1303.1,1.16E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1304.1,1.19E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1305.1,1.22E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1306.1,1.24E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1307.1,1.27E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1308.2,1.29E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1309.2,1.31E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1310.2,1.32E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1311.2,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1312.2,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1313.3,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1314.3,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1315.3,1.33E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1316.3,1.32E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1317.3,1.30E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1318.4,1.29E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1319.4,1.27E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1320.4,1.24E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1321.4,1.22E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1322.4,1.19E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1323.5,1.15E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1324.5,1.12E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1325.5,1.08E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1326.5,1.05E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1327.6,1.00E+06,,,,,,,,,,,,,,,,,,,,,,,,
 1328.6,9.62E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1329.6,9.20E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1330.6,8.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1331.6,8.36E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1332.7,7.89E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1333.7,7.47E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1334.7,7.05E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1335.7,6.63E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1336.7,6.22E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1337.8,5.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1338.8,5.39E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1339.8,5.02E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1340.8,4.66E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1341.8,4.31E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1342.9,3.94E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1343.9,3.63E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1344.9,3.33E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1345.9,3.04E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1346.9,2.78E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1348,2.50E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1349,2.27E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1350,2.05E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1351,1.85E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1352,1.67E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1353.1,1.48E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1354.1,1.32E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1355.1,1.18E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1356.1,1.05E+05,,,,,,,,,,,,,,,,,,,,,,,,
 1357.1,9.32E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1358.2,8.15E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1359.2,7.19E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1360.2,6.33E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1361.2,5.56E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1362.2,4.87E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1363.3,4.20E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1364.3,3.66E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1365.3,3.19E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1366.3,2.77E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1367.3,2.40E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1368.4,2.05E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1369.4,1.77E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1370.4,1.53E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1371.4,1.33E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1372.4,1.15E+04,,,,,,,,,,,,,,,,,,,,,,,,
 1373.5,9.81E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1374.5,8.53E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1375.5,7.44E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1376.5,6.53E+03,,,,,,,,,,,,,,,,,,,,,,,,
 1377.6,5.69E+03,,,,,,,,,,,,,,,,,,,,,,,,
